,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards,WebURL
17624,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",11500000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-705.html
17625,"Gulshan-e-Iqbal - Block 9, Gulshan-e-Iqbal",85000000.0,6.0,,0,https://www.zameen.com/Homes/Karachi-2-706.html
17626,"Sharfabad, Gulshan-e-Iqbal Town",24000000.0,3.0,3.0,156,https://www.zameen.com/Homes/Karachi-2-706.html
17627,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",7200000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-706.html
17628,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",45000000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-706.html
17629,"Askari 4, Gulistan-e-Jauhar",50000000.0,3.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-706.html
17630,"Memon Society PECHS, PECHS",52500000.0,4.0,5.0,250,https://www.zameen.com/Homes/Karachi-2-706.html
17631,"Bahadurabad, Gulshan-e-Iqbal Town",47500000.0,3.0,3.0,244,https://www.zameen.com/Homes/Karachi-2-706.html
17632,"Mohammad Ali Society, Gulshan-e-Iqbal Town",52500000.0,4.0,5.0,300,https://www.zameen.com/Homes/Karachi-2-706.html
17633,"PECHS Block 2, PECHS",120000000.0,6.0,7.0,300,https://www.zameen.com/Homes/Karachi-2-706.html
17634,"Bahadurabad, Gulshan-e-Iqbal Town",42500000.0,4.0,4.0,300,https://www.zameen.com/Homes/Karachi-2-706.html
17635,"North Town Residency, Surjani Town",5250000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-706.html
17636,"North Nazimabad - Block F, North Nazimabad",13000000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-706.html
17637,"North Nazimabad - Block H, North Nazimabad",22000000.0,3.0,3.0,233,https://www.zameen.com/Homes/Karachi-2-706.html
17638,"North Nazimabad - Block H, North Nazimabad",20000000.0,3.0,3.0,233,https://www.zameen.com/Homes/Karachi-2-706.html
17639,"North Nazimabad - Block L, North Nazimabad",13000000.0,3.0,3.0,161,https://www.zameen.com/Homes/Karachi-2-706.html
17640,"North Nazimabad - Block F, North Nazimabad",18500000.0,3.0,3.0,183,https://www.zameen.com/Homes/Karachi-2-706.html
17641,"North Nazimabad - Block F, North Nazimabad",18500000.0,3.0,3.0,183,https://www.zameen.com/Homes/Karachi-2-706.html
17642,"Malir, Karachi",9500000.0,2.0,2.0,80,https://www.zameen.com/Homes/Karachi-2-706.html
17643,"Emaar The Views, DHA Phase 8",60000000.0,1.0,1.0,156,https://www.zameen.com/Homes/Karachi-2-706.html
17644,"Grey Noor Tower & Shopping Mall, Scheme 33",10700000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-706.html
17645,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",24000000.0,3.0,4.0,172,https://www.zameen.com/Homes/Karachi-2-706.html
17646,"Metropolis Residency, Jinnah Avenue",25500000.0,3.0,4.0,206,https://www.zameen.com/Homes/Karachi-2-706.html
17647,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",16000000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-706.html
17648,"Saadi Town - Block 4, Saadi Town",50000000.0,7.0,6.0,400,https://www.zameen.com/Homes/Karachi-2-706.html
17649,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",20000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-706.html
17650,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",19800000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-707.html
17651,"Tulip Tower, Saadi Road",18500000.0,3.0,3.0,211,https://www.zameen.com/Homes/Karachi-2-707.html
17652,"Defence View Society, Karachi",21000000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-707.html
17653,"North Nazimabad - Block L, North Nazimabad",18500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-707.html
17654,"Bukhari Commercial Area, DHA Phase 6",19500000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-707.html
17655,"Khayaban-e-Ittehad Road, Karachi",90000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-707.html
17656,"Surjani Town - Sector 5, Surjani Town",3500000.0,3.0,2.0,61,https://www.zameen.com/Homes/Karachi-2-707.html
17657,"North Nazimabad - Block C, North Nazimabad",21000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-707.html
17658,"Saadi Town - Block 3, Saadi Town",20000000.0,4.0,6.0,120,https://www.zameen.com/Homes/Karachi-2-707.html
17659,"Government Teacher Society - Sector 19-A, Scheme 33 - Sector 19-A",28000000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-707.html
17660,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",12500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-707.html
17661,"Lakhani Fantasia, Scheme 33",10800000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-707.html
17662,"Saba Commercial Area, DHA Phase 5",26000000.0,3.0,3.0,11,https://www.zameen.com/Homes/Karachi-2-707.html
17663,"Diamond City, Gulshan-e-Maymar",11000000.0,2.0,3.0,100,https://www.zameen.com/Homes/Karachi-2-707.html
17664,"Clifton - Block 2, Clifton",50000000.0,4.0,4.0,300,https://www.zameen.com/Homes/Karachi-2-707.html
17665,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",6000000.0,2.0,2.0,89,https://www.zameen.com/Homes/Karachi-2-707.html
17666,"Askari 1, Cantt",70000000.0,3.0,3.0,311,https://www.zameen.com/Homes/Karachi-2-707.html
17667,"Clifton - Block 1, Clifton",16800000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-707.html
17668,"Badar Commercial Area, DHA Phase 5",12500000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-707.html
17669,"Tauheed Commercial Area, DHA Phase 5",15500000.0,3.0,4.0,139,https://www.zameen.com/Homes/Karachi-2-707.html
17670,"North Nazimabad, Karachi",18000000.0,4.0,4.0,250,https://www.zameen.com/Homes/Karachi-2-707.html
17671,"North Nazimabad, Karachi",25000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-707.html
17672,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-707.html
17673,"Askari 5 - Sector J, Askari 5",65500000.0,5.0,6.0,375,https://www.zameen.com/Homes/Karachi-2-707.html
17674,"Askari 5 - Sector J, Askari 5",65500000.0,5.0,6.0,375,https://www.zameen.com/Homes/Karachi-2-707.html
17675,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,6.0,375,https://www.zameen.com/Homes/Karachi-2-708.html
17676,"Askari 5 - Sector J, Askari 5",67000000.0,6.0,5.0,375,https://www.zameen.com/Homes/Karachi-2-708.html
17677,"Askari 5 - Sector J, Askari 5",65000000.0,5.0,6.0,375,https://www.zameen.com/Homes/Karachi-2-708.html
17678,"Askari 5 - Sector J, Askari 5",35500000.0,3.0,3.0,305,https://www.zameen.com/Homes/Karachi-2-708.html
17679,"Askari 5 - Sector F, Askari 5",37000000.0,3.0,3.0,289,https://www.zameen.com/Homes/Karachi-2-708.html
17680,"DHA Phase 4, DHA Defence",65000000.0,6.0,6.0,300,https://www.zameen.com/Homes/Karachi-2-708.html
17681,"Askari 5 - Sector F, Askari 5",37500000.0,3.0,3.0,289,https://www.zameen.com/Homes/Karachi-2-708.html
17682,"Askari 5 - Sector F, Askari 5",37500000.0,3.0,3.0,289,https://www.zameen.com/Homes/Karachi-2-708.html
17683,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,305,https://www.zameen.com/Homes/Karachi-2-708.html
17684,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",32500000.0,4.0,4.0,300,https://www.zameen.com/Homes/Karachi-2-708.html
17685,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",24500000.0,3.0,4.0,240,https://www.zameen.com/Homes/Karachi-2-708.html
17686,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",6500000.0,2.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-708.html
17687,"PECHS Block 2, PECHS",22500000.0,3.0,3.0,150,https://www.zameen.com/Homes/Karachi-2-708.html
17688,"Malik Co-operative Housing Society, Gulzar-e-Hijri",5500000.0,2.0,2.0,67,https://www.zameen.com/Homes/Karachi-2-708.html
17689,"Karachi Revenue Judicial CHS, Malir Link To Super Highway",31000000.0,4.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-708.html
17690,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",15000000.0,3.0,3.0,156,https://www.zameen.com/Homes/Karachi-2-708.html
17691,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",9200000.0,3.0,3.0,144,https://www.zameen.com/Homes/Karachi-2-708.html
17692,"Scheme 33, Karachi",15000000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-708.html
17693,"Falaknaz Dynasty, Karachi",9500000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-708.html
17694,"Falaknaz Dynasty, Karachi",7000000.0,2.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-708.html
17695,"Gulshan-e-Kaneez Fatima - Block 2, Gulshan-e-Kaneez Fatima",38500000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-708.html
17696,"Hansa Society, Scheme 33",21000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-708.html
17697,"Falaknaz Presidency, Malir",14000000.0,3.0,3.0,161,https://www.zameen.com/Homes/Karachi-2-708.html
17698,"Kings Cottages, Gulistan-e-Jauhar - Block 7",12000000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-708.html
17699,"Kings Cottages, Gulistan-e-Jauhar - Block 7",13500000.0,3.0,3.0,156,https://www.zameen.com/Homes/Karachi-2-708.html
17700,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",27500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-709.html
17701,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",22000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-709.html
17702,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",26000000.0,6.0,6.0,120,https://www.zameen.com/Homes/Karachi-2-709.html
17703,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",25000000.0,6.0,6.0,120,https://www.zameen.com/Homes/Karachi-2-709.html
17704,"Saima Villas, Karachi Motorway",11000000.0,3.0,3.0,120,https://www.zameen.com/Homes/Karachi-2-709.html
17705,"P & T Colony, Karachi",27500000.0,4.0,5.0,356,https://www.zameen.com/Homes/Karachi-2-709.html
17706,"P & T Colony, Karachi",27500000.0,4.0,5.0,356,https://www.zameen.com/Homes/Karachi-2-709.html
17707,"Safari Enclave Apartments, University Road",15000000.0,3.0,3.0,161,https://www.zameen.com/Homes/Karachi-2-709.html
17708,"Scheme 33, Karachi",7500000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-709.html
17709,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",15500000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-709.html
17710,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",8700000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-709.html
17711,"Bhittai Colony - Block A, Bhittai Colony",6000000.0,3.0,3.0,122,https://www.zameen.com/Homes/Karachi-2-709.html
17712,"Sadat-e-Amroha Coop Housing Society, Scheme 33",19500000.0,4.0,4.0,240,https://www.zameen.com/Homes/Karachi-2-709.html
17713,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",45000000.0,3.0,4.0,400,https://www.zameen.com/Homes/Karachi-2-709.html
17714,"Musalmanan-E-Punjab Cooperative Housing Society, Scheme 33 - Sector 20-A",20000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-709.html
17715,"North Nazimabad - Block N, North Nazimabad",25000000.0,3.0,3.0,256,https://www.zameen.com/Homes/Karachi-2-709.html
17716,"North Karachi - Sector 5-B/3, North Karachi",8000000.0,3.0,2.0,80,https://www.zameen.com/Homes/Karachi-2-709.html
17717,"Rafi Premier Residency, Scheme 33",9000000.0,2.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-709.html
17718,"North Nazimabad - Block H, North Nazimabad",9000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-709.html
17719,"North Nazimabad - Block H, North Nazimabad",17500000.0,3.0,3.0,150,https://www.zameen.com/Homes/Karachi-2-709.html
17720,"Askari 5 - Sector J, Askari 5",65500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-709.html
17721,"Badar Commercial Area, DHA Phase 5",12000000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-709.html
17722,"Pir Ahmed Zaman Town - Block 4, Pir Ahmed Zaman Town",18000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-709.html
17723,"Pir Ahmed Zaman Town - Block 4, Pir Ahmed Zaman Town",18000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-709.html
17724,"Nazimabad - Block 5C, Nazimabad",4800000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-709.html
17725,"Nazimabad - Block 5C, Nazimabad",4900000.0,2.0,2.0,89,https://www.zameen.com/Homes/Karachi-2-710.html
17726,"Nazimabad - Block 5C, Nazimabad",5600000.0,3.0,3.0,100,https://www.zameen.com/Homes/Karachi-2-710.html
17727,"Shamsi Society, Shah Faisal Town",17000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-710.html
17728,"Shamsi Society, Shah Faisal Town",9000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-710.html
17729,"Clifton - Block 8, Clifton",40000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-710.html
17730,"Civil Lines, Karachi",13000000.0,3.0,,0,https://www.zameen.com/Homes/Karachi-2-710.html
17731,"Bath Island, Karachi",65000000.0,3.0,4.0,267,https://www.zameen.com/Homes/Karachi-2-710.html
17732,"Civil Lines, Karachi",60000000.0,3.0,4.0,233,https://www.zameen.com/Homes/Karachi-2-710.html
17733,"Clifton - Block 8, Clifton",37500000.0,3.0,3.0,194,https://www.zameen.com/Homes/Karachi-2-710.html
17734,"Frere Town, Karachi",40000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-710.html
17735,"Clifton - Block 8, Clifton",32500000.0,3.0,4.0,206,https://www.zameen.com/Homes/Karachi-2-710.html
17736,"Civil Lines, Karachi",47500000.0,4.0,5.0,267,https://www.zameen.com/Homes/Karachi-2-710.html
17737,"Clifton, Karachi",17500000.0,2.0,2.0,133,https://www.zameen.com/Homes/Karachi-2-710.html
17738,"Civil Lines, Karachi",31500000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-710.html
17739,"Clifton - Block 5, Clifton",40000000.0,3.0,3.0,222,https://www.zameen.com/Homes/Karachi-2-710.html
17740,"Rafi Pride 2, Gulshan-e-Rafi",5200000.0,3.0,3.0,108,https://www.zameen.com/Homes/Karachi-2-710.html
17741,"Gohar Green City, Karachi",3900000.0,1.0,1.0,44,https://www.zameen.com/Homes/Karachi-2-710.html
17742,"Gohar Green City, Karachi",6500000.0,2.0,2.0,67,https://www.zameen.com/Homes/Karachi-2-710.html
17743,"Creek Vista, DHA Phase 8",135000000.0,4.0,4.0,622,https://www.zameen.com/Homes/Karachi-2-710.html
17744,"KDA Scheme 1, Karachi",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-710.html
17745,"KDA Scheme 1, Karachi",500000000.0,7.0,8.0,2,https://www.zameen.com/Homes/Karachi-2-710.html
17746,"Hill Park, Karachi",190000000.0,7.0,8.0,500,https://www.zameen.com/Homes/Karachi-2-710.html
17747,"Bahadurabad, Gulshan-e-Iqbal Town",56000000.0,4.0,4.0,233,https://www.zameen.com/Homes/Karachi-2-710.html
17748,"Shaheed Millat Road, Karachi",45000000.0,3.0,3.0,189,https://www.zameen.com/Homes/Karachi-2-710.html
17749,"Hill Park, Karachi",105000000.0,6.0,6.0,300,https://www.zameen.com/Homes/Karachi-2-710.html
17750,"Pir Ahmed Zaman Town - Block 4, Pir Ahmed Zaman Town",18000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-711.html
17751,"Pir Ahmed Zaman Town - Block 4, Pir Ahmed Zaman Town",18000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-711.html
17752,"Nazimabad - Block 5C, Nazimabad",4800000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-711.html
17753,"Nazimabad - Block 5C, Nazimabad",4900000.0,2.0,2.0,89,https://www.zameen.com/Homes/Karachi-2-711.html
17754,"Nazimabad - Block 5C, Nazimabad",5600000.0,3.0,3.0,100,https://www.zameen.com/Homes/Karachi-2-711.html
17755,"Shamsi Society, Shah Faisal Town",17000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-711.html
17756,"Shamsi Society, Shah Faisal Town",9000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-711.html
17757,"Clifton - Block 8, Clifton",40000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-711.html
17758,"Civil Lines, Karachi",13000000.0,3.0,,0,https://www.zameen.com/Homes/Karachi-2-711.html
17759,"Bath Island, Karachi",65000000.0,3.0,4.0,267,https://www.zameen.com/Homes/Karachi-2-711.html
17760,"Civil Lines, Karachi",60000000.0,3.0,4.0,233,https://www.zameen.com/Homes/Karachi-2-711.html
17761,"Clifton - Block 8, Clifton",37500000.0,3.0,3.0,194,https://www.zameen.com/Homes/Karachi-2-711.html
17762,"Frere Town, Karachi",40000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-711.html
17763,"Clifton - Block 8, Clifton",32500000.0,3.0,4.0,206,https://www.zameen.com/Homes/Karachi-2-711.html
17764,"Civil Lines, Karachi",47500000.0,4.0,5.0,267,https://www.zameen.com/Homes/Karachi-2-711.html
17765,"Clifton, Karachi",17500000.0,2.0,2.0,133,https://www.zameen.com/Homes/Karachi-2-711.html
17766,"Civil Lines, Karachi",31500000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-711.html
17767,"Clifton - Block 5, Clifton",40000000.0,3.0,3.0,222,https://www.zameen.com/Homes/Karachi-2-711.html
17768,"Rafi Pride 2, Gulshan-e-Rafi",5200000.0,3.0,3.0,108,https://www.zameen.com/Homes/Karachi-2-711.html
17769,"Gohar Green City, Karachi",3900000.0,1.0,1.0,44,https://www.zameen.com/Homes/Karachi-2-711.html
17770,"Gohar Green City, Karachi",6500000.0,2.0,2.0,67,https://www.zameen.com/Homes/Karachi-2-711.html
17771,"Creek Vista, DHA Phase 8",135000000.0,4.0,4.0,622,https://www.zameen.com/Homes/Karachi-2-711.html
17772,"KDA Scheme 1, Karachi",280000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-711.html
17773,"KDA Scheme 1, Karachi",500000000.0,7.0,8.0,2,https://www.zameen.com/Homes/Karachi-2-711.html
17774,"Hill Park, Karachi",190000000.0,7.0,8.0,500,https://www.zameen.com/Homes/Karachi-2-711.html
17775,"Airport, Karachi",21500000.0,6.0,6.0,120,https://www.zameen.com/Homes/Karachi-2-712.html
17776,"Airport, Karachi",5500000.0,2.0,2.0,120,https://www.zameen.com/Homes/Karachi-2-712.html
17777,"Bahria Town - Precinct 1, Bahria Town Karachi",37500000.0,5.0,6.0,275,https://www.zameen.com/Homes/Karachi-2-712.html
17778,"North Karachi, Karachi",15000000.0,3.0,3.0,120,https://www.zameen.com/Homes/Karachi-2-712.html
17779,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar",32500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-712.html
17780,"KDA Scheme 1, Karachi",50000000.0,3.0,3.0,189,https://www.zameen.com/Homes/Karachi-2-712.html
17781,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",11000000.0,3.0,3.0,144,https://www.zameen.com/Homes/Karachi-2-712.html
17782,"North Karachi - Sector 8, North Karachi",20000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-712.html
17783,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",16500000.0,3.0,3.0,160,https://www.zameen.com/Homes/Karachi-2-712.html
17784,"Sadat-e-Amroha Coop Housing Society, Scheme 33",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-712.html
17785,"Sadat-e-Amroha Coop Housing Society, Scheme 33",40000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-712.html
17786,"Cantt View Tower, Jinnah Avenue",12000000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-712.html
17787,"Saadi Town, Scheme 33",18000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-712.html
17788,"Saadi Garden, Scheme 33",17000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-712.html
17789,"PECHS Block 2, PECHS",35000000.0,3.0,4.0,160,https://www.zameen.com/Homes/Karachi-2-712.html
17790,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",7500000.0,2.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-712.html
17791,"P & T Colony, Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-712.html
17792,"Saima Elite Villas, Malir",32500000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-712.html
17793,"Saima Villas, Karachi Motorway",10500000.0,3.0,3.0,120,https://www.zameen.com/Homes/Karachi-2-712.html
17794,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",8500000.0,2.0,2.0,117,https://www.zameen.com/Homes/Karachi-2-712.html
17795,"Gulistan-e-Jauhar, Karachi",18500000.0,4.0,4.0,80,https://www.zameen.com/Homes/Karachi-2-712.html
17796,"Gulistan-e-Jauhar, Karachi",4200000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-712.html
17797,"Clifton - Block 9, Clifton",16500000.0,2.0,2.0,133,https://www.zameen.com/Homes/Karachi-2-712.html
17798,"Bath Island, Karachi",61000000.0,3.0,4.0,244,https://www.zameen.com/Homes/Karachi-2-712.html
17799,"Frere Town, Karachi",16500000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-712.html
17800,"DHA Phase 2, DHA Defence",50000000.0,3.0,3.0,275,https://www.zameen.com/Homes/Karachi-2-713.html
17801,"Airport, Karachi",29500000.0,5.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-713.html
17802,"PECHS Block 2, PECHS",41500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-713.html
17803,"Airport, Karachi",21500000.0,6.0,6.0,120,https://www.zameen.com/Homes/Karachi-2-713.html
17804,"Airport, Karachi",5500000.0,2.0,2.0,120,https://www.zameen.com/Homes/Karachi-2-713.html
17805,"Bahria Town - Precinct 1, Bahria Town Karachi",37500000.0,5.0,6.0,275,https://www.zameen.com/Homes/Karachi-2-713.html
17806,"North Karachi, Karachi",15000000.0,3.0,3.0,120,https://www.zameen.com/Homes/Karachi-2-713.html
17807,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar",32500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-713.html
17808,"KDA Scheme 1, Karachi",50000000.0,3.0,3.0,189,https://www.zameen.com/Homes/Karachi-2-713.html
17809,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",11000000.0,3.0,3.0,144,https://www.zameen.com/Homes/Karachi-2-713.html
17810,"North Karachi - Sector 8, North Karachi",20000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-713.html
17811,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",16500000.0,3.0,3.0,160,https://www.zameen.com/Homes/Karachi-2-713.html
17812,"Sadat-e-Amroha Coop Housing Society, Scheme 33",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-713.html
17813,"Sadat-e-Amroha Coop Housing Society, Scheme 33",40000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-713.html
17814,"Cantt View Tower, Jinnah Avenue",12000000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-713.html
17815,"Saadi Town, Scheme 33",18000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-713.html
17816,"Saadi Garden, Scheme 33",17000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-713.html
17817,"PECHS Block 2, PECHS",35000000.0,3.0,4.0,160,https://www.zameen.com/Homes/Karachi-2-713.html
17818,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",7500000.0,2.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-713.html
17819,"P & T Colony, Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-713.html
17820,"Saima Elite Villas, Malir",32500000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-713.html
17821,"Saima Villas, Karachi Motorway",10500000.0,3.0,3.0,120,https://www.zameen.com/Homes/Karachi-2-713.html
17822,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",8500000.0,2.0,2.0,117,https://www.zameen.com/Homes/Karachi-2-713.html
17823,"Gulistan-e-Jauhar, Karachi",18500000.0,4.0,4.0,80,https://www.zameen.com/Homes/Karachi-2-713.html
17824,"Gulistan-e-Jauhar, Karachi",4200000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-713.html
17825,"Muslim Commercial Area, DHA Phase 6",23500000.0,2.0,2.0,50,https://www.zameen.com/Homes/Karachi-2-714.html
17826,"Defence View Society, Karachi",24500000.0,3.0,3.0,233,https://www.zameen.com/Homes/Karachi-2-714.html
17827,"DHA Phase 6, DHA Defence",4600000.0,2.0,2.0,56,https://www.zameen.com/Homes/Karachi-2-714.html
17828,"Muslim Commercial Area, DHA Phase 6",6700000.0,2.0,2.0,50,https://www.zameen.com/Homes/Karachi-2-714.html
17829,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,6.0,375,https://www.zameen.com/Homes/Karachi-2-714.html
17830,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",21000000.0,3.0,3.0,150,https://www.zameen.com/Homes/Karachi-2-714.html
17831,"DHA Phase 5, DHA Defence",165000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-714.html
17832,"Kings Classic, Gulistan-e-Jauhar - Block 7",14800000.0,3.0,3.0,156,https://www.zameen.com/Homes/Karachi-2-714.html
17833,"Gulshan-e-Maymar, Gadap Town",9000000.0,2.0,2.0,94,https://www.zameen.com/Homes/Karachi-2-714.html
17834,"Saima Jinnah Avenue, Malir",32500000.0,3.0,4.0,244,https://www.zameen.com/Homes/Karachi-2-714.html
17835,"Saima Jinnah Avenue, Malir",28000000.0,3.0,4.0,244,https://www.zameen.com/Homes/Karachi-2-714.html
17836,"Government Teacher Housing Society - Sector 16-A, Scheme 33 - Sector 16-A",9500000.0,2.0,2.0,89,https://www.zameen.com/Homes/Karachi-2-714.html
17837,"Creek Vista, DHA Phase 8",78500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-714.html
17838,"Saadi Town - Block 2, Saadi Town",14000000.0,2.0,3.0,120,https://www.zameen.com/Homes/Karachi-2-714.html
