,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards,WebURL
4801,"Clifton - Block 2, Clifton",48500000.0,3.0,4.0,252,https://www.zameen.com/Homes/Karachi-2-193.html
4802,"DHA Phase 8, DHA Defence",150000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-193.html
4803,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-193.html
4804,"DHA Phase 1, DHA Defence",60000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-193.html
4805,"Ittehad Commercial Area, DHA Phase 6",21500000.0,3.0,3.0,133,https://www.zameen.com/Homes/Karachi-2-193.html
4806,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",19500000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-193.html
4807,"Falcon Complex New Malir, Malir",82500000.0,5.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-193.html
4808,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",100000000.0,7.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-193.html
4809,"Bahria Apartments, Bahria Town Karachi",4700000.0,2.0,1.0,58,https://www.zameen.com/Homes/Karachi-2-193.html
4810,"DHA Phase 6, DHA Defence",125000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-193.html
4811,"DHA Phase 8, DHA Defence",110000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-193.html
4812,"DHA Phase 8, DHA Defence",110000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-193.html
4813,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",8200000.0,2.0,2.0,103,https://www.zameen.com/Homes/Karachi-2-193.html
4814,"Tulip Tower, Saadi Road",21000000.0,3.0,3.0,214,https://www.zameen.com/Homes/Karachi-2-193.html
4815,"Scheme 33, Karachi",30000000.0,4.0,5.0,356,https://www.zameen.com/Homes/Karachi-2-193.html
4816,"Saadi Town - Block 3, Saadi Town",22500000.0,4.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-193.html
4817,"Falaknaz Dreams, Malir",7209999.999999999,2.0,2.0,114,https://www.zameen.com/Homes/Karachi-2-193.html
4818,"Badar Commercial Area, DHA Phase 5",9500000.0,3.0,3.0,122,https://www.zameen.com/Homes/Karachi-2-193.html
4819,"Bukhari Commercial Area, DHA Phase 6",14500000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-193.html
4820,"DHA Phase 6, DHA Defence",120000000.0,7.0,6.0,1,https://www.zameen.com/Homes/Karachi-2-193.html
4821,"DHA Phase 8, DHA Defence",195000000.0,6.0,6.0,1,https://www.zameen.com/Homes/Karachi-2-193.html
4822,"Falaknaz Dreams, Malir",4800000.0,3.0,3.0,67,https://www.zameen.com/Homes/Karachi-2-193.html
4823,"Bukhari Commercial Area, DHA Phase 6",14500000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-193.html
4824,"Falaknaz Dreams, Malir",4640000.0,3.0,3.0,64,https://www.zameen.com/Homes/Karachi-2-193.html
4825,"Saadi Garden - Block 1, Saadi Garden",19000000.0,4.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-194.html
4826,"Saadi Road, Karachi",7200000.0,2.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-194.html
4827,"Rafi Premier Residency, Scheme 33",14500000.0,3.0,2.0,161,https://www.zameen.com/Homes/Karachi-2-194.html
4828,"Scheme 33, Karachi",13500000.0,3.0,3.0,150,https://www.zameen.com/Homes/Karachi-2-194.html
4829,"Scheme 33, Karachi",9500000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-194.html
4830,"DHA Phase 4, DHA Defence",33000000.0,3.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-194.html
4831,"Nazimabad, Karachi",23500000.0,4.0,4.0,216,https://www.zameen.com/Homes/Karachi-2-194.html
4832,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",48000000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-194.html
4833,"Gulistan-e-Jauhar, Karachi",40000000.0,6.0,6.0,272,https://www.zameen.com/Homes/Karachi-2-194.html
4834,"North Nazimabad - Block J, North Nazimabad",7200000.0,2.0,2.0,100,https://www.zameen.com/Homes/Karachi-2-194.html
4835,"University Road, Karachi",17000000.0,3.0,4.0,178,https://www.zameen.com/Homes/Karachi-2-194.html
4836,"Emaar Crescent Bay, DHA Phase 8",55000000.0,2.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-194.html
4837,"DHA Phase 6, DHA Defence",125000000.0,5.0,6.0,580,https://www.zameen.com/Homes/Karachi-2-194.html
4838,"DHA Phase 6, DHA Defence",35000000.0,3.0,3.0,233,https://www.zameen.com/Homes/Karachi-2-194.html
4839,"DHA Phase 6, DHA Defence",32500000.0,4.0,4.0,211,https://www.zameen.com/Homes/Karachi-2-194.html
4840,"Bath Island, Karachi",75000000.0,4.0,5.0,250,https://www.zameen.com/Homes/Karachi-2-194.html
4841,"Frere Town, Karachi",45000000.0,3.0,3.0,256,https://www.zameen.com/Homes/Karachi-2-194.html
4842,"Falaknaz Dreams, Malir",4800000.0,3.0,3.0,67,https://www.zameen.com/Homes/Karachi-2-194.html
4843,"Falaknaz Dreams, Malir",6370000.0,2.0,2.0,101,https://www.zameen.com/Homes/Karachi-2-194.html
4844,"Falaknaz Dreams, Malir",7490000.000000001,2.0,2.0,119,https://www.zameen.com/Homes/Karachi-2-194.html
4845,"Falaknaz Dreams, Malir",6559999.999999999,2.0,2.0,91,https://www.zameen.com/Homes/Karachi-2-194.html
4846,"Bufferzone - Sector 15-B, Buffer Zone",12000000.0,3.0,2.0,120,https://www.zameen.com/Homes/Karachi-2-194.html
4847,"Bahria Town - Precinct 15, Bahria Town Karachi",13600000.000000002,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-194.html
4848,"Bahria Town - Precinct 15, Bahria Town Karachi",13600000.000000002,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-194.html
4849,"Bahria Town - Precinct 15, Bahria Town Karachi",13600000.000000002,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-194.html
4850,"Mehmoodabad Number 1, Mehmoodabad",6000000.0,3.0,2.0,83,https://www.zameen.com/Homes/Karachi-2-195.html
4851,"Shamsi Society, Shah Faisal Town",8000000.0,3.0,3.0,140,https://www.zameen.com/Homes/Karachi-2-195.html
4852,"Gwalior Cooperative Housing Society, Scheme 33",24000000.0,4.0,4.0,120,https://www.zameen.com/Homes/Karachi-2-195.html
4853,"Bahria Apartments, Bahria Town Karachi",4000000.0,2.0,2.0,58,https://www.zameen.com/Homes/Karachi-2-195.html
4854,"Clifton, Karachi",32000000.0,4.0,4.0,222,https://www.zameen.com/Homes/Karachi-2-195.html
4855,"Civil Lines, Karachi",32000000.0,4.0,4.0,222,https://www.zameen.com/Homes/Karachi-2-195.html
4856,"DHA Phase 8, DHA Defence",52500000.0,4.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-195.html
4857,"Clifton, Karachi",32000000.0,4.0,4.0,222,https://www.zameen.com/Homes/Karachi-2-195.html
4858,"Bath Island, Karachi",34000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-195.html
4859,"Frere Town, Karachi",34000000.0,3.0,3.0,189,https://www.zameen.com/Homes/Karachi-2-195.html
4860,"Clifton - Block 2, Clifton",44000000.0,3.0,6.0,261,https://www.zameen.com/Homes/Karachi-2-195.html
4861,"North Nazimabad - Block B, North Nazimabad",12500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-195.html
4862,"Sohni Golf View Apartments, Gulshan-e-Roomi",16000000.0,3.0,4.0,194,https://www.zameen.com/Homes/Karachi-2-195.html
4863,"Saima Jinnah Avenue, Malir",32500000.0,3.0,4.0,244,https://www.zameen.com/Homes/Karachi-2-195.html
4864,"Saima Jinnah Avenue, Malir",26000000.0,3.0,4.0,250,https://www.zameen.com/Homes/Karachi-2-195.html
4865,"Falaknaz Presidency, Malir",9500000.0,2.0,2.0,117,https://www.zameen.com/Homes/Karachi-2-195.html
4866,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",14500000.0,2.0,2.0,128,https://www.zameen.com/Homes/Karachi-2-195.html
4867,"DOHS Phase 1, Malir Cantonment",110000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-195.html
4868,"DHA Phase 8, DHA Defence",120000000.0,5.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-195.html
4869,"Falaknaz Presidency, Malir",26000000.0,4.0,4.0,218,https://www.zameen.com/Homes/Karachi-2-195.html
4870,"DOHS Phase 1, Malir Cantonment",110000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-195.html
4871,"DHA Phase 6, DHA Defence",120000000.0,8.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-195.html
4872,"Falaknaz Presidency, Malir",26000000.0,4.0,4.0,218,https://www.zameen.com/Homes/Karachi-2-195.html
4873,"DOHS Phase 1, Malir Cantonment",110000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-195.html
4874,"Falaknaz Presidency, Malir",26000000.0,4.0,4.0,218,https://www.zameen.com/Homes/Karachi-2-195.html
4875,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",27000000.0,3.0,4.0,300,https://www.zameen.com/Homes/Karachi-2-196.html
4876,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",24500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-196.html
4877,"Sector 32 - Punjabi Saudagar City Phase 3, Scheme 33 - Sector 32",19500000.0,4.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-196.html
4878,"North Karachi - Sector 11A, North Karachi",6300000.0,2.0,2.0,87,https://www.zameen.com/Homes/Karachi-2-196.html
4879,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",65000000.0,8.0,8.0,400,https://www.zameen.com/Homes/Karachi-2-196.html
4880,"City Tower And Shopping Mall, University Road",9000000.0,2.0,,0,https://www.zameen.com/Homes/Karachi-2-196.html
4881,"North Nazimabad - Block F, North Nazimabad",36500000.0,3.0,4.0,222,https://www.zameen.com/Homes/Karachi-2-196.html
4882,"Bhittai Colony, Korangi",5700000.0,2.0,2.0,84,https://www.zameen.com/Homes/Karachi-2-196.html
4883,"PECHS Block 6, PECHS",43000000.0,3.0,3.0,211,https://www.zameen.com/Homes/Karachi-2-196.html
4884,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",37000000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-196.html
4885,"DHA Phase 4, DHA Defence",72000000.0,5.0,5.0,300,https://www.zameen.com/Homes/Karachi-2-196.html
4886,"DHA Phase 6, DHA Defence",79000000.0,3.0,3.0,500,https://www.zameen.com/Homes/Karachi-2-196.html
4887,"DHA Phase 8, DHA Defence",187500000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-196.html
4888,"DHA Phase 8, DHA Defence",45000000.0,4.0,5.0,100,https://www.zameen.com/Homes/Karachi-2-196.html
4889,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",20500000.0,3.0,3.0,300,https://www.zameen.com/Homes/Karachi-2-196.html
4890,"PCSIR Housing Society, Scheme 33 - Sector 24-A",33000000.0,5.0,5.0,240,https://www.zameen.com/Homes/Karachi-2-196.html
4891,"Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A",7200000.0,2.0,2.0,125,https://www.zameen.com/Homes/Karachi-2-196.html
4892,"DHA Phase 6, DHA Defence",107500000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-196.html
4893,"DOHS Phase 1, Malir Cantonment",110000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-196.html
4894,"Falaknaz Presidency, Malir",10500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-196.html
4895,"DHA Phase 7, DHA Defence",115000000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-196.html
4896,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",10500000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-196.html
4897,"DHA Phase 6, DHA Defence",110000000.0,5.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-196.html
4898,"Safari Enclave Apartments, University Road",7300000.0,2.0,2.0,89,https://www.zameen.com/Homes/Karachi-2-196.html
4899,"Safari Enclave Apartments, University Road",10800000.0,2.0,3.0,122,https://www.zameen.com/Homes/Karachi-2-196.html
4900,"Bath Island, Karachi",34000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-197.html
4901,"Frere Town, Karachi",34000000.0,3.0,3.0,189,https://www.zameen.com/Homes/Karachi-2-197.html
4902,"Clifton - Block 2, Clifton",44000000.0,3.0,6.0,261,https://www.zameen.com/Homes/Karachi-2-197.html
4903,"North Nazimabad - Block B, North Nazimabad",12500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-197.html
4904,"Sohni Golf View Apartments, Gulshan-e-Roomi",16000000.0,3.0,4.0,194,https://www.zameen.com/Homes/Karachi-2-197.html
4905,"Saima Jinnah Avenue, Malir",32500000.0,3.0,4.0,244,https://www.zameen.com/Homes/Karachi-2-197.html
4906,"Saima Jinnah Avenue, Malir",26000000.0,3.0,4.0,250,https://www.zameen.com/Homes/Karachi-2-197.html
4907,"Falaknaz Presidency, Malir",9500000.0,2.0,2.0,117,https://www.zameen.com/Homes/Karachi-2-197.html
4908,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",14500000.0,2.0,2.0,128,https://www.zameen.com/Homes/Karachi-2-197.html
4909,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",27000000.0,3.0,4.0,300,https://www.zameen.com/Homes/Karachi-2-197.html
4910,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",24500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-197.html
4911,"Sector 32 - Punjabi Saudagar City Phase 3, Scheme 33 - Sector 32",19500000.0,4.0,5.0,120,https://www.zameen.com/Homes/Karachi-2-197.html
4912,"North Karachi - Sector 11A, North Karachi",6300000.0,2.0,2.0,87,https://www.zameen.com/Homes/Karachi-2-197.html
4913,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",65000000.0,8.0,8.0,400,https://www.zameen.com/Homes/Karachi-2-197.html
4914,"City Tower And Shopping Mall, University Road",9000000.0,2.0,,0,https://www.zameen.com/Homes/Karachi-2-197.html
4915,"North Nazimabad - Block F, North Nazimabad",36500000.0,3.0,4.0,222,https://www.zameen.com/Homes/Karachi-2-197.html
4916,"Bhittai Colony, Korangi",5700000.0,2.0,2.0,84,https://www.zameen.com/Homes/Karachi-2-197.html
4917,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18600000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-197.html
4918,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18600000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-197.html
4919,"Bahria Town - Precinct 27, Bahria Town Karachi",18000000.0,3.0,3.0,235,https://www.zameen.com/Homes/Karachi-2-197.html
4920,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17000000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-197.html
4921,"Bahria Town - Precinct 31, Bahria Town Karachi",15000000.0,3.0,3.0,235,https://www.zameen.com/Homes/Karachi-2-197.html
4922,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",18000000.0,3.0,3.0,152,https://www.zameen.com/Homes/Karachi-2-197.html
4923,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",15000000.0,3.0,3.0,152,https://www.zameen.com/Homes/Karachi-2-197.html
4924,"Bahria Town - Ali Block, Bahria Town - Precinct 12",15000000.0,3.0,3.0,125,https://www.zameen.com/Homes/Karachi-2-197.html
4925,"PECHS Block 6, PECHS",43000000.0,3.0,3.0,211,https://www.zameen.com/Homes/Karachi-2-198.html
4926,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",37000000.0,3.0,3.0,240,https://www.zameen.com/Homes/Karachi-2-198.html
4927,"DHA Phase 4, DHA Defence",72000000.0,5.0,5.0,300,https://www.zameen.com/Homes/Karachi-2-198.html
4928,"DHA Phase 6, DHA Defence",79000000.0,3.0,3.0,500,https://www.zameen.com/Homes/Karachi-2-198.html
4929,"DHA Phase 8, DHA Defence",187500000.0,6.0,6.0,500,https://www.zameen.com/Homes/Karachi-2-198.html
4930,"DHA Phase 8, DHA Defence",45000000.0,4.0,5.0,100,https://www.zameen.com/Homes/Karachi-2-198.html
4931,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",20500000.0,3.0,3.0,300,https://www.zameen.com/Homes/Karachi-2-198.html
4932,"PCSIR Housing Society, Scheme 33 - Sector 24-A",33000000.0,5.0,5.0,240,https://www.zameen.com/Homes/Karachi-2-198.html
4933,"Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A",7200000.0,2.0,2.0,125,https://www.zameen.com/Homes/Karachi-2-198.html
4934,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",75000000.0,8.0,6.0,400,https://www.zameen.com/Homes/Karachi-2-198.html
4935,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",72500000.0,8.0,6.0,400,https://www.zameen.com/Homes/Karachi-2-198.html
4936,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",65000000.0,3.0,3.0,400,https://www.zameen.com/Homes/Karachi-2-198.html
4937,"Gulshan-e-Maymar - Sector Z, Gulshan-e-Maymar",27500000.0,6.0,6.0,200,https://www.zameen.com/Homes/Karachi-2-198.html
4938,"Gulshan-e-Maymar, Gadap Town",19500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-198.html
4939,"Gulshan-e-Maymar, Gadap Town",32500000.0,6.0,6.0,246,https://www.zameen.com/Homes/Karachi-2-198.html
4940,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",6500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-198.html
4941,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",2600000.0,1.0,1.0,61,https://www.zameen.com/Homes/Karachi-2-198.html
4942,"Bahria Town - Precinct 35, Bahria Sports City",24000000.0,4.0,4.0,350,https://www.zameen.com/Homes/Karachi-2-198.html
4943,"Bahria Apartments, Bahria Town Karachi",8000000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-198.html
4944,"Bahria Apartments, Bahria Town Karachi",8500000.0,2.0,2.0,106,https://www.zameen.com/Homes/Karachi-2-198.html
4945,"Bahria Apartments, Bahria Town Karachi",18000000.0,3.0,3.0,250,https://www.zameen.com/Homes/Karachi-2-198.html
4946,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-198.html
4947,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-198.html
4948,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-198.html
4949,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-198.html
4950,"Gulshan-e-Iqbal - Block 19, Gulshan-e-Iqbal",31500000.0,4.0,4.0,160,https://www.zameen.com/Homes/Karachi-2-199.html
4951,"CP Barar Society, Gulshan-e-Iqbal Town",17500000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-199.html
4952,"DHA City - Sector 14, DHA City Karachi",25000000.0,5.0,5.0,190,https://www.zameen.com/Homes/Karachi-2-199.html
4953,"DHA Phase 6, DHA Defence",145000000.0,6.0,7.0,666,https://www.zameen.com/Homes/Karachi-2-199.html
4954,"Federal B Area - Block 1, Federal B Area",6000000.0,2.0,3.0,94,https://www.zameen.com/Homes/Karachi-2-199.html
4955,"DHA Phase 4, DHA Defence",117500000.0,5.0,5.0,300,https://www.zameen.com/Homes/Karachi-2-199.html
4956,"Badar Commercial Area, DHA Phase 5",5300000.0,2.0,2.0,67,https://www.zameen.com/Homes/Karachi-2-199.html
4957,"Badar Commercial Area, DHA Phase 5",11000000.0,3.0,3.0,122,https://www.zameen.com/Homes/Karachi-2-199.html
4958,"Badar Commercial Area, DHA Phase 5",11000000.0,2.0,2.0,128,https://www.zameen.com/Homes/Karachi-2-199.html
4959,"DHA Phase 5, DHA Defence",83000000.0,5.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-199.html
4960,"Garden East, Jamshed Town",35000000.0,3.0,3.0,211,https://www.zameen.com/Homes/Karachi-2-199.html
4961,"Bukhari Commercial Area, DHA Phase 6",18000000.0,3.0,3.0,122,https://www.zameen.com/Homes/Karachi-2-199.html
4962,"North Nazimabad - Block D, North Nazimabad",16500000.0,2.0,2.0,111,https://www.zameen.com/Homes/Karachi-2-199.html
4963,"Mohammad Ali Society, Gulshan-e-Iqbal Town",16000000.0,2.0,2.0,122,https://www.zameen.com/Homes/Karachi-2-199.html
4964,"Government Teacher Housing Society - Sector 16-A, Scheme 33 - Sector 16-A",15000000.0,3.0,3.0,156,https://www.zameen.com/Homes/Karachi-2-199.html
4965,"Sea View Apartments, Karachi",55000000.0,3.0,4.0,356,https://www.zameen.com/Homes/Karachi-2-199.html
4966,"Saba Commercial Area, DHA Phase 5",12000000.0,2.0,2.0,128,https://www.zameen.com/Homes/Karachi-2-199.html
4967,"Bahria Town - Precinct 8, Bahria Town Karachi",29000000.0,4.0,4.0,250,https://www.zameen.com/Homes/Karachi-2-199.html
4968,"Bahria Town - Precinct 8, Bahria Town Karachi",29000000.0,4.0,4.0,250,https://www.zameen.com/Homes/Karachi-2-199.html
4969,"Bahria Town - Precinct 8, Bahria Town Karachi",29000000.0,4.0,4.0,250,https://www.zameen.com/Homes/Karachi-2-199.html
4970,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",14200000.0,3.0,3.0,167,https://www.zameen.com/Homes/Karachi-2-199.html
4971,"Askari 5, Malir Cantonment",35500000.0,3.0,3.0,286,https://www.zameen.com/Homes/Karachi-2-199.html
4972,"Askari 5, Malir Cantonment",34500000.0,3.0,3.0,286,https://www.zameen.com/Homes/Karachi-2-199.html
4973,"Askari 5, Malir Cantonment",37500000.0,3.0,3.0,286,https://www.zameen.com/Homes/Karachi-2-199.html
4974,"Askari 5, Malir Cantonment",36500000.0,3.0,3.0,286,https://www.zameen.com/Homes/Karachi-2-199.html
4975,"DHA Phase 5, DHA Defence",220000000.0,4.0,5.0,1,https://www.zameen.com/Homes/Karachi-2-200.html
4976,"DHA Phase 8, DHA Defence",125000000.0,9.0,6.0,600,https://www.zameen.com/Homes/Karachi-2-200.html
4977,"DHA Phase 5, DHA Defence",9000000.0,2.0,2.0,94,https://www.zameen.com/Homes/Karachi-2-200.html
4978,"DHA Phase 8, DHA Defence",500000000.0,6.0,7.0,2,https://www.zameen.com/Homes/Karachi-2-200.html
4979,"DHA Phase 6, DHA Defence",650000000.0,7.0,6.0,2,https://www.zameen.com/Homes/Karachi-2-200.html
4980,"DHA Phase 7, DHA Defence",97500000.0,4.0,5.0,500,https://www.zameen.com/Homes/Karachi-2-200.html
4981,"Tauheed Commercial Area, DHA Phase 5",15000000.0,4.0,4.0,200,https://www.zameen.com/Homes/Karachi-2-200.html
4982,"North Nazimabad - Block C, North Nazimabad",17500000.0,3.0,3.0,200,https://www.zameen.com/Homes/Karachi-2-200.html
4983,"North Nazimabad - Block I, North Nazimabad",12500000.0,3.0,3.0,170,https://www.zameen.com/Homes/Karachi-2-200.html
4984,"Gulshan-e-Iqbal - Block 19, Gulshan-e-Iqbal",31500000.0,4.0,4.0,160,https://www.zameen.com/Homes/Karachi-2-200.html
4985,"CP Barar Society, Gulshan-e-Iqbal Town",17500000.0,3.0,3.0,178,https://www.zameen.com/Homes/Karachi-2-200.html
4986,"DHA City - Sector 14, DHA City Karachi",25000000.0,5.0,5.0,190,https://www.zameen.com/Homes/Karachi-2-200.html
4987,"DHA Phase 6, DHA Defence",145000000.0,6.0,7.0,666,https://www.zameen.com/Homes/Karachi-2-200.html
