,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards
119,"Bahria Town - Precinct 8, Bahria Town Karachi",29000000.0,4.0,4.0,272
120,"Bahria Town - Precinct 6, Bahria Town Karachi",29000000.0,4.0,4.0,272
121,"Askari 5 - Sector G, Askari 5",84000000.0,6.0,7.0,500
122,"Askari 5 - Sector J, Askari 5",67500000.0,5.0,6.0,375
123,"Askari 5 - Sector J, Askari 5",68000000.0,5.0,6.0,375
124,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,4.0,304
125,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,4.0,289
126,"Falcon Complex New Malir, Malir",85000000.0,5.0,6.0,500
127,"Navy Housing Scheme Karsaz, Karachi",79000000.0,5.0,6.0,467
128,"Navy Housing Scheme Karsaz, Karachi",105000000.0,5.0,6.0,350
129,"Falcon Complex New Malir, Malir",72000000.0,5.0,6.0,350
130,"Falcon Complex New Malir, Malir",79000000.0,5.0,5.0,500
131,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",27000000.0,4.0,6.0,120
135,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
136,"Askari 5 - Sector J, Askari 5",64100000.0,5.0,5.0,375
137,"North Karachi - Sector 11A, North Karachi",5200000.0,2.0,2.0,83
138,"Emaar Reef Towers, Emaar Crescent Bay",68000000.0,3.0,3.0,272
139,"Mashraqi Society, Scheme 33 - Sector 52-A",15500000.0,4.0,3.0,120
140,"Scheme 33, Karachi",15500000.0,3.0,4.0,120
141,"Gulshan-e-Maymar, Gadap Town",15500000.0,3.0,4.0,120
142,"Askari 5 - Sector J, Askari 5",39500000.0,3.0,4.0,304
143,"DOHS Phase 1, Malir Cantonment",132000000.0,6.0,6.0,550
144,other,71000000.0,5.0,6.0,500
145,"Falcon Complex New Malir, Malir",75000000.0,4.0,4.0,350
146,"Falcon Complex New Malir, Malir",84000000.0,5.0,5.0,500
147,"Askari 5 - Sector J, Askari 5",68000000.0,5.0,5.0,375
148,"Falcon Complex New Malir, Malir",74500000.0,4.0,4.0,350
149,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,3.0,304
150,"Askari 5 - Sector J, Askari 5",65000000.0,5.0,6.0,375
151,"Askari 5, Malir Cantonment",36000000.0,3.0,4.0,289
152,"Bahria Town - Precinct 8, Bahria Town Karachi",29000000.0,5.0,5.0,250
153,"Bahria Town - Ali Block, Bahria Town - Precinct 12",15000000.0,4.0,4.0,125
154,"Bahria Town - Precinct 6, Bahria Town Karachi",28000000.0,5.0,6.0,272
156,"Punjabi Saudagar Society Phase 2, Scheme 33 - Sector 50",25000000.0,4.0,5.0,120
157,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",12500000.0,3.0,3.0,133
158,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",11500000.0,3.0,3.0,131
159,"Bahria Apartments, Bahria Town Karachi",7300000.0,2.0,2.0,106
160,"Askari 5 - Sector J, Askari 5",64400000.00000001,5.0,5.0,375
161,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375
162,"Saima Arabian Villas, Gadap Town",13600000.000000002,3.0,3.0,120
163,"Defence View Phase 1, Defence View Society",27500000.0,3.0,3.0,189
164,"Defence View Phase 1, Defence View Society",21500000.0,3.0,3.0,133
165,"PECHS Block 2, PECHS",27500000.0,3.0,4.0,171
166,"PECHS Block 2, PECHS",18000000.0,3.0,4.0,150
167,"Askari 5 - Sector J, Askari 5",69000000.0,5.0,5.0,375
168,"Gwalior Cooperative Housing Society, Scheme 33",7600000.0,2.0,3.0,103
169,"Karachi University Housing Society, Scheme 33",6800000.0,2.0,2.0,72
170,"Clifton - Block 4, Clifton",41000000.0,3.0,3.0,200
171,"Clifton - Block 6, Clifton",95000000.0,4.0,6.0,592
172,"Clifton - Block 2, Clifton",45000000.0,4.0,4.0,267
173,"Clifton - Block 5, Clifton",56600000.0,2.0,2.0,193
174,"Clifton - Block 4, Clifton",20000000.0,3.0,3.0,200
175,other,6700000.0,2.0,2.0,92
176,other,8600000.0,2.0,2.0,113
177,"Bahria Town Karachi, Karachi",7900000.0,2.0,2.0,111
179,"Bahria Town - Ali Block, Bahria Town - Precinct 12",15000000.0,3.0,3.0,125
180,"Bahria Town Karachi, Karachi",82500000.0,5.0,5.0,500
181,other,28000000.0,3.0,4.0,233
182,"Emaar Crescent Bay, DHA Phase 8",71000000.0,3.0,5.0,243
183,"Clifton, Karachi",58500000.0,3.0,4.0,244
184,"DHA Phase 8, DHA Defence",51000000.0,4.0,5.0,120
185,"Askari 5 - Sector J, Askari 5",64200000.0,5.0,5.0,375
186,"Askari 5 - Sector J, Askari 5",64100000.0,5.0,5.0,375
187,"Gulshan-e-Maymar - Sector W, Gulshan-e-Maymar",55000000.0,6.0,7.0,400
188,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar",20000000.0,4.0,5.0,120
189,"Gulshan-e-Maymar - Sector T, Gulshan-e-Maymar",37500000.0,6.0,8.0,240
190,other,7700000.0,2.0,3.0,120
191,other,8500000.0,2.0,3.0,98
192,"Clifton - Block 4, Clifton",25000000.0,3.0,3.0,222
193,"Clifton - Block 5, Clifton",43000000.0,3.0,3.0,176
195,"Falcon Complex New Malir, Malir",74000000.0,4.0,4.0,350
196,"Falcon Complex New Malir, Malir",75000000.0,4.0,4.0,350
197,"Falcon Complex New Malir, Malir",79000000.0,5.0,5.0,500
198,"Falcon Complex New Malir, Malir",69000000.0,4.0,5.0,350
199,"Falcon Complex New Malir, Malir",71000000.0,4.0,5.0,350
200,"Bahria Apartments, Bahria Town Karachi",8500000.0,2.0,2.0,106
201,"Bahria Town - Ali Block, Bahria Town - Precinct 12",10200000.0,2.0,2.0,103
202,"Bahria Town - Precinct 10, Bahria Town Karachi",14000000.0,3.0,3.0,144
203,"Bahria Hills, Bahria Town Karachi",10200000.0,2.0,2.0,103
204,other,6200000.0,1.0,1.0,63
205,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",16500000.0,4.0,4.0,100
206,"Navy Housing Scheme Karsaz, Karachi",78500000.0,4.0,4.0,467
207,"Civil Lines, Karachi",50000000.0,2.0,3.0,158
208,"DHA Phase 7, DHA Defence",115000000.0,6.0,8.0,500
209,"Bahria Town - Precinct 31, Bahria Town Karachi",15500000.0,3.0,3.0,235
210,"Askari 5 - Sector J, Askari 5",64000000.0,5.0,5.0,375
211,"Askari 5 - Sector J, Askari 5",64400000.00000001,5.0,5.0,375
212,"North Nazimabad - Block F, North Nazimabad",91500000.0,5.0,6.0,500
213,"North Nazimabad - Block L, North Nazimabad",92500000.0,6.0,6.0,400
214,"North Nazimabad - Block B, North Nazimabad",13500000.0,2.0,2.0,122
215,other,30000000.0,6.0,8.0,200
216,other,21000000.0,3.0,4.0,200
217,"PECHS Block 6, PECHS",67000000.0,4.0,4.0,240
218,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",15000000.0,3.0,3.0,133
219,"Bahria Town - Ali Block, Bahria Town - Precinct 12",14500000.0,3.0,3.0,125
220,other,8500000.0,3.0,3.0,156
221,"North Karachi - Sector 11A, North Karachi",2400000.0,1.0,1.0,44
222,other,21500000.0,7.0,5.0,120
223,"North Karachi - Sector 7-D1, North Karachi",25000000.0,4.0,4.0,120
224,other,21000000.0,4.0,4.0,120
225,"Navy Housing Scheme Karsaz, Karachi",122500000.0,6.0,6.0,350
226,"Bahria Town - Precinct 35, Bahria Sports City",21500000.0,4.0,4.0,350
227,"Bahria Town - Precinct 8, Bahria Town Karachi",6200000.0,1.0,1.0,64
228,"Askari 5 - Sector J, Askari 5",67000000.0,5.0,5.0,375
229,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,3.0,300
230,"Emaar Panorama, DHA Phase 8",41700000.0,1.0,2.0,153
231,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
233,other,23500000.0,4.0,5.0,120
234,"DHA Phase 7, DHA Defence",150000000.0,5.0,6.0,500
235,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375
236,"Askari 5 - Sector J, Askari 5",64200000.0,5.0,5.0,375
237,"Shamsi Society, Shah Faisal Town",8000000.0,2.0,2.0,120
238,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",35000000.0,3.0,3.0,240
239,"Bukhari Commercial Area, DHA Phase 6",23500000.0,4.0,4.0,222
240,"Malir Cantonment, Cantt",67400000.0,5.0,5.0,375
241,"Malir Cantonment, Cantt",67500000.0,5.0,5.0,375
242,"North Karachi - Sector 11A, North Karachi",4200000.0,2.0,2.0,78
243,other,8000000.0,2.0,2.0,100
244,other,5700000.0,2.0,2.0,106
245,"North Karachi - Sector 11B, North Karachi",13500000.0,3.0,3.0,240
246,"North Karachi - Sector 7-D1, North Karachi",7500000.0,3.0,3.0,135
247,other,21500000.0,4.0,4.0,120
248,other,5800000.0,2.0,2.0,100
249,"North Karachi - Sector 11A, North Karachi",4000000.0,2.0,2.0,78
250,"Bahria Town Karachi, Karachi",55000000.0,5.0,6.0,500
251,"Bahria Town Karachi, Karachi",34000000.0,4.0,4.0,250
252,"DHA Phase 6, DHA Defence",130000000.0,6.0,8.0,500
253,"Sanober Twin Tower, Saadi Road",12000000.0,3.0,4.0,189
254,"Askari 5 - Sector J, Askari 5",36000000.0,3.0,3.0,300
255,"Emaar Panorama, DHA Phase 8",68500000.0,2.0,4.0,200
256,"Emaar Panorama, DHA Phase 8",123900000.0,4.0,6.0,467
257,"Emaar Panorama, DHA Phase 8",125000000.0,3.0,5.0,311
258,"DHA Phase 7, DHA Defence",65000000.0,4.0,5.0,250
259,"Federal B Area - Block 10, Federal B Area",106000000.0,8.0,6.0,400
260,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
261,"Askari 5 - Sector J, Askari 5",64000000.0,5.0,5.0,375
262,"DHA Phase 8, DHA Defence",45000000.0,4.0,4.0,100
263,other,110000000.0,6.0,6.0,500
264,"Navy Housing Scheme Karsaz, Karachi",80000000.0,5.0,7.0,400
266,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",46000000.0,3.0,3.0,240
267,other,4700000.0,2.0,2.0,100
268,"North Karachi - Sector 11A, North Karachi",2500000.0,1.0,1.0,44
269,"Clifton, Karachi",75000000.0,4.0,5.0,220
270,"DHA Phase 8, DHA Defence",92500000.0,3.0,5.0,406
271,"Clifton, Karachi",37500000.0,3.0,3.0,200
272,"Clifton, Karachi",19000000.0,3.0,4.0,189
273,other,37500000.0,6.0,5.0,120
274,"Clifton, Karachi",83000000.0,4.0,6.0,333
275,"Bahria Town - Precinct 4, Bahria Town Karachi",47000000.0,5.0,6.0,500
277,"Ittehad Commercial Area, DHA Phase 6",16200000.000000002,2.0,3.0,100
278,"Bahria Town Karachi, Karachi",17000000.0,3.0,4.0,200
279,"Scheme 33, Karachi",18000000.0,3.0,4.0,120
280,"Falcon Complex New Malir, Malir",74500000.0,4.0,4.0,350
281,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17000000.0,3.0,3.0,200
282,"Bahria Town - Precinct 10-A, Bahria Town Karachi",17000000.0,3.0,3.0,200
283,"DHA Phase 4, DHA Defence",62500000.0,4.0,6.0,300
284,"Tauheed Commercial Area, DHA Phase 5",14000000.0,4.0,4.0,222
285,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
286,"Askari 5 - Sector J, Askari 5",64200000.0,5.0,5.0,375
287,"North Nazimabad - Block H, North Nazimabad",15000000.0,3.0,3.0,144
288,"Bahria Town - Ali Block, Bahria Town - Precinct 12",14500000.0,3.0,3.0,125
289,"Bahria Town - Precinct 35, Bahria Sports City",19500000.0,4.0,4.0,350
290,"Saima Arabian Villas, Gadap Town",12000000.0,2.0,2.0,120
291,"Saima Arabian Villas, Gadap Town",15800000.0,4.0,4.0,120
292,"Clifton, Karachi",152500000.0,5.0,6.0,650
293,"Clifton, Karachi",46000000.0,4.0,6.0,361
294,"DHA Phase 5, DHA Defence",25000000.0,3.0,5.0,333
295,"DHA Phase 5, DHA Defence",150000000.0,5.0,6.0,500
296,"Clifton, Karachi",80000000.0,4.0,6.0,389
297,"Clifton - Block 8, Clifton",70000000.0,3.0,4.0,333
298,"Clifton, Karachi",42000000.0,3.0,4.0,244
299,"Clifton - Block 4, Clifton",72500000.0,3.0,5.0,268
300,"Bahria Town - Precinct 27, Bahria Town Karachi",13500000.0,3.0,3.0,125
302,"DHA Phase 8, DHA Defence",157500000.0,5.0,5.0,500
303,"Askari 5 - Sector J, Askari 5",67500000.0,5.0,7.0,375
304,"Bahria Town - Precinct 1, Bahria Town Karachi",35500000.0,5.0,6.0,272
305,"Federal B Area - Block 15, Federal B Area",30000000.0,6.0,7.0,144
306,"North Nazimabad - Block F, North Nazimabad",29000000.0,4.0,4.0,267
307,"Emaar The Views, DHA Phase 8",224300000.0,4.0,5.0,412
308,"Askari 5 - Sector J, Askari 5",69000000.0,5.0,5.0,375
309,"Askari 5 - Sector J, Askari 5",38000000.0,3.0,3.0,300
310,"Askari 5 - Sector J, Askari 5",64400000.00000001,5.0,5.0,375
311,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375
312,"Saima Arabian Villas, Gadap Town",14400000.0,3.0,3.0,160
313,"Bahria Heights, Bahria Town Karachi",6000000.0,2.0,2.0,122
314,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",24500000.0,3.0,3.0,200
315,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",8300000.0,9.0,2.0,100
316,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",8500000.0,2.0,2.0,61
317,"Clifton, Karachi",34500000.0,2.0,3.0,156
318,other,29500000.0,3.0,3.0,300
319,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",74500000.0,6.0,6.0,240
320,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",51000000.0,6.0,6.0,240
321,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",55000000.0,6.0,6.0,240
322,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",27500000.0,4.0,4.0,120
323,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",67000000.0,5.0,5.0,400
324,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",26500000.0,4.0,4.0,120
325,"Bahria Town - Ali Block, Bahria Town - Precinct 12",14000000.0,3.0,3.0,125
326,"Bahria Town - Precinct 31, Bahria Town Karachi",15000000.0,3.0,3.0,235
327,"Bahria Heights, Bahria Town Karachi",7500000.0,3.0,2.0,122
328,"Bahria Town - Precinct 35, Bahria Sports City",21000000.0,4.0,4.0,350
329,"Bahria Town - Precinct 4, Bahria Town Karachi",50000000.0,5.0,5.0,500
330,"Falaknaz Dreams, Malir",13000000.0,3.0,4.0,120
333,"DHA Phase 4, DHA Defence",91500000.0,5.0,6.0,300
334,"North Karachi - Sector 11A, North Karachi",32500000.0,3.0,3.0,288
335,"Askari 5 - Sector J, Askari 5",64100000.0,5.0,5.0,375
336,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,289
337,"DHA Phase 8, DHA Defence",95900000.0,2.0,3.0,206
338,"Bahria Town - Ali Block, Bahria Town - Precinct 12",15500000.0,3.0,3.0,125
339,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",15000000.0,3.0,3.0,152
340,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",16000000.0,3.0,3.0,152
341,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",8200000.0,2.0,2.0,111
342,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",45000000.0,6.0,6.0,240
343,"North Nazimabad - Block H, North Nazimabad",9800000.0,3.0,3.0,178
344,"North Nazimabad - Block F, North Nazimabad",16000000.0,3.0,3.0,144
345,"North Nazimabad - Block L, North Nazimabad",8000000.0,2.0,2.0,106
346,"North Nazimabad - Block D, North Nazimabad",40000000.0,6.0,5.0,200
347,"North Nazimabad - Block F, North Nazimabad",95000000.0,6.0,6.0,550
348,"North Nazimabad - Block L, North Nazimabad",55000000.0,7.0,6.0,233
349,"North Nazimabad - Block L, North Nazimabad",50000000.0,7.0,6.0,256
350,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18000000.0,3.0,3.0,200
351,"Bahria Town - Precinct 18, Bahria Town Karachi",4200000.0,2.0,2.0,100
352,"Bahria Sports City, Bahria Town Karachi",20500000.0,4.0,4.0,350
353,"Bahria Town - Precinct 7, Bahria Town Karachi",14000000.0,3.0,3.0,144
354,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18000000.0,3.0,3.0,200
355,"North Town Residency, Surjani Town",7500000.0,2.0,3.0,100
356,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",16000000.0,3.0,3.0,167
357,"Bahria Sports City, Bahria Town Karachi",19700000.0,4.0,4.0,350
358,other,4000000.0,3.0,3.0,89
359,"DHA Phase 5, DHA Defence",80000000.0,5.0,5.0,400
360,"Bahria Town - Precinct 12, Bahria Town Karachi",15000000.0,3.0,3.0,125
361,"Bahria Town - Precinct 35, Bahria Sports City",21500000.0,4.0,4.0,350
362,other,3500000.0,3.0,2.0,67
363,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",77500000.0,11.0,6.0,400
364,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18000000.0,3.0,3.0,200
365,"Bahria Town - Precinct 31, Bahria Town Karachi",15200000.0,3.0,3.0,235
366,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",18000000.0,3.0,3.0,152
367,"North Nazimabad - Block L, North Nazimabad",55000000.0,7.0,6.0,233
368,"North Nazimabad - Block L, North Nazimabad",60000000.0,6.0,6.0,233
369,"North Nazimabad - Block A, North Nazimabad",41500000.0,6.0,6.0,200
370,"North Nazimabad - Block J, North Nazimabad",36500000.0,6.0,6.0,200
371,"North Karachi - Sector 11A, North Karachi",2450000.0,1.0,1.0,44
372,"DHA Phase 1, DHA Defence",35000000.0,3.0,3.0,289
373,"North Karachi - Sector 11A, North Karachi",4400000.0,2.0,2.0,72
374,"Emaar Pearl Towers, Emaar Crescent Bay",66000000.0,3.0,3.0,300
375,"Bahria Town - Precinct 17, Bahria Town Karachi",6000000.0,2.0,2.0,156
376,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",29000000.0,4.0,4.0,250
377,"Bahria Town Karachi, Karachi",18500000.0,5.0,5.0,272
378,"Bahria Town - Precinct 35, Bahria Sports City",20000000.0,4.0,4.0,350
379,"Clifton - Block 5, Clifton",137500000.0,6.0,6.0,520
380,other,40000000.0,6.0,8.0,240
381,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23500000.0,3.0,3.0,200
382,other,3800000.0,2.0,2.0,83
383,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",18000000.0,4.0,4.0,267
384,other,18000000.0,4.0,4.0,267
385,"Bahria Town - Precinct 35, Bahria Sports City",21000000.0,4.0,4.0,350
386,"Bahria Town - Precinct 27, Bahria Town Karachi",16000000.0,3.0,3.0,235
387,"DHA Phase 8, DHA Defence",145000000.0,5.0,5.0,500
388,"DHA Phase 8, DHA Defence",170000000.0,6.0,6.0,500
389,"DHA Phase 8, DHA Defence",107500000.0,6.0,6.0,500
390,"DHA Phase 8, DHA Defence",175000000.0,5.0,5.0,500
391,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",73500000.0,8.0,6.0,400
392,"Emaar Reef Towers, Emaar Crescent Bay",72000000.0,3.0,3.0,300
393,"Emaar Coral Towers, Emaar Crescent Bay",52000000.0,3.0,3.0,250
394,"Emaar Reef Towers, Emaar Crescent Bay",62500000.0,3.0,3.0,272
395,"Emaar Coral Towers, Emaar Crescent Bay",60000000.0,4.0,5.0,356
396,"Emaar Coral Towers, Emaar Crescent Bay",61000000.0,4.0,5.0,356
397,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",16000000.0,3.0,3.0,215
398,"Defence View Phase 1, Defence View Society",30000000.0,4.0,6.0,267
399,"Defence View Phase 1, Defence View Society",32500000.0,4.0,6.0,267
400,other,220000000.0,4.0,4.0,350
401,other,137500000.0,6.0,6.0,520
402,"Navy Housing Scheme Karsaz, Karachi",87500000.0,5.0,5.0,389
403,"Navy Housing Scheme Karsaz, Karachi",85000000.0,5.0,5.0,389
404,"Navy Housing Scheme Karsaz, Karachi",110000000.0,5.0,6.0,350
406,"Falcon Complex New Malir, Malir",91000000.0,5.0,5.0,500
407,"DHA Phase 6, DHA Defence",110000000.0,5.0,5.0,300
408,"Amir Khusro, Karachi",50000000.0,4.0,5.0,350
410,"Bahria Heights, Bahria Town Karachi",7500000.0,2.0,2.0,122
411,"Bahria Town - Precinct 19, Bahria Town Karachi",7800000.0,2.0,2.0,106
412,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",16500000.0,3.0,3.0,152
413,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",19000000.0,3.0,3.0,200
414,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",15000000.0,3.0,3.0,152
415,"Bahria Town - Ali Block, Bahria Town - Precinct 12",15000000.0,4.0,5.0,125
417,other,12500000.0,3.0,3.0,139
418,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar",17800000.0,4.0,5.0,120
419,"Nazimabad - Block 5C, Nazimabad",7200000.0,2.0,2.0,117
420,"North Nazimabad - Block F, North Nazimabad",20000000.0,3.0,3.0,178
422,"North Nazimabad - Block A, North Nazimabad",17500000.0,3.0,3.0,200
425,"Navy Housing Scheme Karsaz, Karachi",130000000.0,5.0,5.0,350
426,"Bahria Sports City, Bahria Town Karachi",21000000.0,4.0,4.0,350
427,"Bahria Heights, Bahria Town Karachi",6500000.0,2.0,2.0,122
428,"DHA Phase 5, DHA Defence",150000000.0,5.0,6.0,500
429,"Bahria Town - Precinct 10-B, Bahria Town Karachi",15000000.0,3.0,3.0,125
430,"Bahria Town Karachi, Karachi",8500000.0,3.0,3.0,125
431,"Bahria Town Karachi, Karachi",18000000.0,4.0,4.0,272
432,"Bahria Town - Precinct 4, Bahria Town Karachi",30000000.0,5.0,5.0,500
433,"Bahria Town - Ali Block, Bahria Town - Precinct 12",8500000.0,3.0,3.0,125
434,"Bahria Town - Ali Block, Bahria Town - Precinct 12",8500000.0,3.0,3.0,125
435,"Bahria Heights, Bahria Town Karachi",7500000.0,2.0,2.0,122
436,"Bahria Town - Precinct 19, Bahria Town Karachi",8600000.0,2.0,2.0,106
437,"DHA Phase 6, DHA Defence",95000000.0,5.0,6.0,500
438,"DHA Phase 6, DHA Defence",85000000.0,5.0,6.0,500
439,"DHA Phase 4, DHA Defence",69000000.0,4.0,5.0,300
440,"Navy Housing Scheme Karsaz, Karachi",125000000.0,5.0,6.0,350
441,"DHA Phase 8 - Zone A, DHA Phase 8",115000000.0,5.0,6.0,500
442,"North Nazimabad - Block F, North Nazimabad",82500000.0,5.0,5.0,460
444,"North Nazimabad - Block A, North Nazimabad",65000000.0,6.0,6.0,400
445,"North Nazimabad - Block B, North Nazimabad",25000000.0,3.0,4.0,200
446,"North Nazimabad - Block F, North Nazimabad",27500000.0,3.0,3.0,200
448,"North Nazimabad - Block I, North Nazimabad",31500000.0,3.0,4.0,400
450,"Bath Island, Karachi",47500000.0,3.0,4.0,244
451,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18000000.0,3.0,4.0,200
452,"Bahria Town Karachi, Karachi",2784000.0,2.0,2.0,35
453,"Askari 5 - Sector H, Askari 5",81500000.0,5.0,5.0,427
454,"Askari 5 - Sector J, Askari 5",71500000.0,5.0,5.0,375
455,"Bahria Town Karachi, Karachi",8500000.0,3.0,3.0,125
456,"Bahria Town Karachi, Karachi",8500000.0,3.0,3.0,125
457,"Bahria Sports City, Bahria Town Karachi",23500000.0,4.0,4.0,350
458,"Bahria Town - Precinct 4, Bahria Town Karachi",30000000.0,5.0,5.0,500
459,"Bahria Town - Ali Block, Bahria Town - Precinct 12",8500000.0,3.0,3.0,125
460,"Bahria Paradise - Precinct 51, Bahria Paradise",44000000.0,5.0,5.0,500
461,"Bahria Town - Precinct 35, Bahria Sports City",21500000.0,4.0,4.0,350
462,"Bahria Town - Ali Block, Bahria Town - Precinct 12",15000000.0,3.0,4.0,125
464,"DHA Phase 5, DHA Defence",87500000.0,5.0,6.0,500
465,"DHA Phase 8, DHA Defence",137500000.0,5.0,6.0,500
466,"Gulshan-e-Iqbal Town, Karachi",26500000.0,4.0,5.0,244
473,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",45000000.0,3.0,3.0,240
474,"Bahria Town Karachi, Karachi",3574000.0,3.0,3.0,45
475,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
476,"Falcon Complex New Malir, Malir",69000000.0,4.0,4.0,350
477,"Askari 5 - Sector J, Askari 5",69900000.0,5.0,7.0,375
478,"Falcon Complex New Malir, Malir",81500000.0,5.0,5.0,500
479,"Falcon Complex New Malir, Malir",81000000.0,5.0,5.0,500
480,"Bahria Town Karachi, Karachi",8500000.0,3.0,3.0,125
481,"Bahria Town Karachi, Karachi",8500000.0,3.0,3.0,125
482,"Karachi University Housing Society, Scheme 33",5700000.0,3.0,2.0,72
483,other,2800000.0,1.0,1.0,50
484,"North Nazimabad - Block K, North Nazimabad",11500000.0,2.0,2.0,133
485,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23000000.0,3.0,3.0,200
486,"Bahria Town - Precinct 8, Bahria Town Karachi",32000000.0,5.0,6.0,272
487,"Gulshan-e-Iqbal Town, Karachi",27000000.0,4.0,5.0,244
488,"DHA Phase 6, DHA Defence",14000000.0,2.0,2.0,122
489,other,21800000.0,3.0,3.0,200
490,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",16500000.0,3.0,3.0,156
491,"Shaheed Millat Road, Karachi",57500000.0,3.0,4.0,200
492,"Bahria Town Karachi, Karachi",2784000.0,2.0,2.0,35
493,"Bahria Town Karachi, Karachi",3574000.0,3.0,3.0,45
494,"Bahria Town Karachi, Karachi",3574000.0,3.0,3.0,45
495,"Bahria Town Karachi, Karachi",2784000.0,2.0,2.0,35
496,"Bahria Town Karachi, Karachi",3574000.0,3.0,3.0,45
497,"Bahria Town Karachi, Karachi",2784000.0,2.0,2.0,35
498,"Shaheed Millat Road, Karachi",26000000.0,2.0,2.0,133
500,"Bahria Sports City, Bahria Town Karachi",19900000.0,4.0,4.0,350
501,"Askari 5 - Sector J, Askari 5",65500000.0,5.0,5.0,375
502,other,9900000.0,2.0,2.0,139
503,"Bahria Town Karachi, Karachi",16800000.0,3.0,3.0,234
504,"Bahria Town - Precinct 6, Bahria Town Karachi",7200000.0,2.0,2.0,97
505,"Creek Vista, DHA Phase 8",67500000.0,3.0,3.0,361
506,"Gulshan-e-Maymar, Gadap Town",58000000.0,6.0,6.0,266
507,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",11000000.0,3.0,3.0,139
508,"Bahria Town - Precinct 1, Bahria Town Karachi",41000000.0,5.0,5.0,272
509,"DHA Phase 6, DHA Defence",80000000.0,5.0,5.0,500
510,"Bahria Town - Precinct 6, Bahria Town Karachi",30000000.0,5.0,6.0,272
511,"Bahria Apartments, Bahria Town Karachi",8300000.0,2.0,2.0,106
512,"Askari 5 - Sector G, Askari 5",78500000.0,5.0,5.0,500
513,"Bahria Town - Precinct 19, Bahria Town Karachi",8100000.0,2.0,2.0,106
514,other,14500000.0,3.0,3.0,152
515,"Askari 5, Malir Cantonment",37000000.0,3.0,3.0,286
516,"Bahria Town - Precinct 27, Bahria Town Karachi",16000000.0,3.0,3.0,235
